1000;3
0.10;0.68;0.55;
0.04;0.42;0.10;
0.87;0.40;0.03;
0.57;0.45;0.09;
0.57;0.85;0.32;
0.79;0.23;0.35;
0.91;0.98;0.93;
0.69;0.59;0.45;
0.29;0.68;0.02;
0.33;0.16;0.43;
0.88;0.49;0.85;
0.93;0.70;0.14;
0.49;0.86;0.89;
0.13;0.67;0.26;
0.07;0.06;0.72;
0.96;0.58;0.21;
0.18;0.56;0.58;
0.18;0.58;0.55;
0.69;0.69;0.68;
0.59;0.94;0.12;
0.23;0.88;0.17;
0.21;0.08;0.53;
0.16;0.21;0.75;
0.23;0.92;0.63;
0.12;0.81;0.16;
0.17;0.61;0.85;
0.54;0.79;0.24;
0.65;0.85;0.51;
0.55;0.59;0.94;
0.26;0.58;0.08;
0.62;0.45;0.48;
0.19;0.01;0.77;
0.00;0.14;0.53;
0.38;0.20;0.95;
0.79;0.35;0.77;
0.48;0.82;0.85;
0.02;0.38;0.70;
0.61;0.45;0.72;
0.41;0.69;0.71;
0.93;0.86;0.66;
0.34;0.25;0.51;
0.97;0.31;1.00;
0.56;0.47;0.10;
0.22;0.63;0.55;
0.67;0.79;0.37;
0.78;0.71;0.99;
0.42;0.62;0.80;
0.62;0.51;0.86;
0.83;0.33;0.23;
0.62;0.45;0.00;
0.35;0.68;0.19;
0.05;0.44;0.10;
0.36;0.23;0.27;
0.30;0.52;0.91;
0.71;0.68;0.23;
0.61;0.34;0.58;
0.21;0.90;0.85;
0.05;0.33;0.52;
0.23;0.51;0.81;
0.42;0.98;0.74;
0.23;0.72;0.62;
0.65;0.85;0.77;
0.04;0.06;0.16;
0.81;0.98;0.68;
0.67;0.99;0.99;
0.38;0.89;0.76;
0.23;0.90;0.40;
0.16;0.18;0.82;
0.20;0.77;0.02;
0.21;0.03;0.48;
0.65;0.77;0.31;
0.97;0.39;0.94;
0.34;0.75;0.50;
0.09;0.90;0.74;
0.06;0.53;0.18;
0.26;0.47;0.73;
0.48;0.59;0.79;
0.97;0.22;0.04;
0.45;0.12;0.25;
0.95;0.38;0.44;
0.33;0.98;0.48;
0.63;0.88;0.28;
0.29;0.61;0.06;
0.43;0.48;0.98;
0.62;0.29;0.98;
0.50;0.93;0.04;
0.89;0.30;0.83;
0.29;0.47;0.95;
0.61;0.17;0.76;
0.28;0.79;0.94;
0.69;0.93;0.04;
0.05;0.06;0.65;
0.26;0.80;0.56;
0.44;0.10;0.52;
0.38;0.81;0.48;
0.59;0.02;0.57;
0.53;0.99;0.08;
0.49;0.18;0.02;
0.27;0.03;0.95;
0.96;0.64;0.63;
0.01;0.54;0.11;
0.33;0.43;0.38;
0.80;0.96;0.53;
0.49;0.98;0.13;
0.84;0.52;0.74;
0.97;0.44;0.35;
0.27;0.76;0.91;
0.14;0.42;0.13;
0.86;0.16;0.81;
0.79;0.80;0.18;
0.60;0.66;0.82;
0.38;0.71;0.07;
0.53;0.42;0.51;
0.24;0.25;0.58;
0.06;0.76;0.71;
0.44;0.02;0.36;
0.04;0.88;0.86;
0.22;0.18;0.18;
0.64;0.20;0.16;
0.96;0.57;0.75;
0.77;0.84;1.00;
0.33;0.71;0.03;
0.83;0.56;0.13;
0.76;0.36;0.61;
0.50;0.28;0.42;
0.53;0.33;0.80;
0.48;0.95;0.57;
0.40;0.49;0.48;
0.84;0.07;0.86;
0.01;0.56;0.32;
0.52;0.26;0.79;
0.27;0.09;0.79;
0.06;0.44;0.69;
0.60;0.98;0.88;
0.97;0.82;0.24;
0.72;0.56;0.70;
0.80;0.83;0.46;
0.49;0.37;0.48;
0.12;0.01;0.07;
0.74;0.83;0.40;
0.11;0.91;0.87;
0.57;0.52;0.51;
0.42;0.15;0.59;
0.55;0.27;0.00;
0.37;0.97;0.87;
0.75;0.77;0.16;
0.69;0.84;0.25;
0.03;0.83;0.53;
0.46;0.87;0.01;
0.94;0.43;0.23;
0.49;0.41;0.07;
0.45;0.18;0.18;
0.04;0.89;0.34;
0.71;0.09;0.16;
0.40;0.52;0.85;
0.20;0.09;0.01;
0.57;0.46;0.99;
0.29;0.71;0.81;
0.67;0.67;0.38;
0.51;0.94;0.19;
0.72;0.92;0.72;
0.99;0.89;0.35;
0.60;0.44;0.83;
0.94;0.90;0.25;
0.38;0.14;0.17;
0.02;0.26;0.09;
0.10;0.95;0.32;
0.76;0.02;0.86;
0.14;0.54;0.26;
0.05;0.30;0.76;
0.71;0.66;0.13;
0.12;0.36;0.16;
0.31;0.48;0.47;
0.38;0.92;0.44;
0.92;0.71;0.56;
0.75;0.53;0.84;
0.96;0.17;0.97;
0.79;0.19;0.44;
0.36;0.85;0.77;
0.79;0.29;0.12;
0.38;0.94;0.86;
0.82;0.58;0.85;
0.52;0.24;0.81;
0.29;0.13;0.84;
0.37;0.82;0.32;
0.04;0.49;0.31;
0.15;0.51;0.38;
0.96;0.71;0.12;
0.39;0.33;0.59;
0.19;0.66;0.76;
0.31;0.62;0.36;
0.12;0.72;0.47;
0.42;0.89;0.06;
0.47;0.27;0.10;
0.95;0.76;0.97;
0.76;0.71;0.34;
0.50;0.11;0.54;
0.60;0.73;0.08;
0.97;0.55;0.95;
0.18;0.45;0.00;
0.56;0.06;0.44;
0.84;0.39;0.09;
0.59;0.76;0.26;
0.09;0.40;0.82;
0.89;0.74;0.65;
0.83;0.16;0.06;
0.21;0.22;0.38;
0.53;0.42;0.95;
0.05;0.73;0.94;
0.63;0.76;0.32;
0.28;0.24;0.90;
0.70;0.35;0.14;
0.20;0.66;0.27;
0.52;0.11;0.89;
0.52;0.00;0.34;
0.32;0.85;0.29;
0.23;0.72;0.60;
0.45;0.59;0.44;
0.35;0.97;0.45;
0.32;0.47;0.10;
0.87;0.67;0.69;
0.72;0.21;0.28;
0.47;0.65;0.38;
0.15;0.78;0.72;
0.81;0.14;0.25;
0.85;0.17;0.32;
0.88;0.05;0.81;
0.35;0.56;0.81;
0.76;0.82;0.59;
0.41;0.62;0.39;
0.50;0.26;0.03;
0.88;0.49;0.29;
0.62;0.53;0.42;
0.34;0.03;0.19;
0.40;0.32;0.60;
0.15;0.79;0.84;
0.51;0.97;0.82;
0.04;0.50;0.71;
0.35;0.23;0.42;
0.68;0.21;0.20;
0.59;0.83;0.67;
0.72;0.47;0.85;
0.89;0.33;0.69;
0.01;0.78;0.20;
0.57;0.72;0.85;
0.26;0.05;0.97;
0.46;0.93;0.96;
0.74;0.86;0.78;
0.86;0.65;0.58;
0.18;0.95;0.19;
0.47;0.62;0.74;
0.25;0.26;0.29;
0.93;0.38;0.88;
0.48;0.53;0.10;
0.97;0.80;0.91;
0.24;0.81;0.77;
0.16;0.97;0.78;
0.58;0.73;0.27;
0.76;0.24;0.59;
0.16;0.33;0.24;
0.82;0.09;0.43;
0.70;0.06;0.70;
0.33;0.19;0.97;
0.17;0.00;0.57;
0.07;0.26;0.56;
0.01;0.72;0.36;
0.69;0.88;0.78;
0.58;0.69;0.13;
0.13;0.35;0.76;
0.95;0.99;0.76;
0.48;0.07;0.09;
0.29;0.82;0.93;
0.66;0.55;0.10;
0.50;0.53;0.98;
0.18;0.89;0.63;
0.47;0.65;0.99;
0.11;0.53;0.58;
0.21;0.22;0.40;
0.11;0.31;0.15;
0.33;0.56;0.30;
0.65;0.10;0.30;
0.43;0.09;0.79;
0.15;0.07;0.51;
0.69;0.62;0.81;
0.67;0.12;0.96;
0.61;0.78;0.01;
0.63;0.50;0.40;
0.08;0.53;0.00;
0.13;0.47;0.69;
0.08;0.42;0.65;
0.65;0.19;0.37;
0.83;0.27;0.64;
0.46;0.83;0.13;
0.41;0.48;0.94;
0.64;0.21;0.62;
0.13;0.94;0.55;
0.40;0.42;0.10;
0.32;0.32;0.51;
0.00;0.40;0.65;
0.82;0.85;0.69;
0.39;0.70;0.89;
0.83;0.42;0.69;
0.19;0.17;0.32;
0.25;0.19;0.11;
0.57;0.73;0.82;
0.43;0.12;0.74;
0.42;0.09;0.97;
0.75;0.14;0.05;
0.27;0.93;0.66;
0.01;0.79;0.25;
0.04;0.97;0.69;
0.86;0.27;0.86;
0.90;0.90;0.51;
0.50;0.77;0.18;
0.43;0.86;0.46;
0.02;0.05;0.31;
0.91;0.10;0.36;
0.46;0.17;0.02;
0.72;0.11;0.99;
0.92;0.32;0.62;
0.05;0.43;0.29;
0.94;0.85;0.88;
0.00;0.67;0.53;
0.74;0.92;0.29;
0.63;0.86;0.73;
0.85;0.20;0.47;
0.17;0.49;0.51;
0.19;0.54;0.14;
0.70;0.99;0.43;
0.98;0.37;0.47;
0.22;0.29;0.32;
0.12;0.95;0.58;
0.20;0.42;0.81;
0.04;0.50;0.43;
0.15;0.72;0.41;
0.87;0.07;0.83;
0.30;0.87;0.82;
0.31;0.33;0.54;
0.02;0.63;0.34;
0.13;0.45;0.70;
0.58;0.30;0.53;
0.62;0.01;0.80;
0.75;0.91;0.01;
0.89;0.49;0.94;
0.76;0.24;0.11;
0.13;0.51;0.45;
0.19;0.62;0.91;
0.81;0.62;0.05;
0.88;0.22;0.79;
0.40;0.29;0.84;
0.75;0.62;0.39;
0.34;0.03;0.27;
0.42;0.40;0.05;
0.31;0.92;0.53;
0.71;0.64;0.39;
0.83;0.22;0.89;
0.75;0.15;0.46;
0.66;0.40;0.59;
0.55;0.33;0.36;
0.99;0.71;0.12;
0.70;0.96;0.57;
0.42;0.83;0.52;
0.17;0.74;0.41;
0.40;0.36;0.08;
0.62;0.74;0.08;
0.05;0.34;0.89;
0.95;0.53;0.04;
0.79;0.96;0.03;
0.07;0.43;0.61;
0.82;0.43;0.78;
0.69;0.10;0.56;
0.48;0.09;0.33;
0.96;0.77;0.28;
0.43;0.22;0.09;
0.14;0.23;0.77;
0.67;0.44;0.35;
0.37;0.98;0.71;
0.12;0.41;0.49;
0.88;0.51;0.17;
0.84;0.71;0.17;
0.24;0.40;0.15;
0.06;0.68;0.55;
0.45;0.65;0.07;
0.32;0.08;0.88;
0.69;0.14;0.81;
0.60;0.11;0.03;
0.41;0.76;0.24;
0.65;0.89;0.88;
0.21;0.17;0.16;
0.04;0.18;0.34;
0.85;0.20;0.77;
0.49;0.65;0.05;
0.12;0.72;0.93;
0.52;0.94;0.15;
0.41;0.34;0.55;
0.38;0.02;0.10;
0.94;0.17;0.24;
0.72;0.13;0.79;
0.27;0.09;0.57;
0.12;0.29;0.38;
0.28;0.35;0.47;
0.33;0.30;0.70;
0.85;0.69;0.65;
0.38;0.39;0.86;
0.50;0.83;0.21;
0.54;0.14;0.87;
0.17;0.34;0.76;
0.43;0.81;0.17;
0.40;0.25;0.50;
0.18;0.18;0.92;
0.48;0.98;0.15;
0.38;0.13;0.28;
0.25;0.18;0.70;
0.66;0.66;0.54;
0.02;0.70;0.67;
0.49;0.82;0.71;
0.22;0.18;0.22;
0.39;0.16;0.69;
0.96;0.18;0.47;
0.70;0.04;0.10;
0.22;0.58;0.04;
0.17;0.95;0.45;
0.41;0.02;0.21;
0.27;0.82;0.38;
0.19;0.81;0.30;
0.61;0.45;0.12;
0.38;0.87;0.17;
0.95;0.65;0.88;
0.04;0.23;0.07;
0.79;0.08;0.73;
0.18;0.01;0.59;
0.91;0.93;0.55;
0.60;0.77;0.05;
0.92;0.21;0.45;
0.27;0.01;0.25;
0.61;0.19;0.51;
0.28;0.03;0.68;
0.38;0.32;0.68;
0.80;0.32;0.96;
0.78;0.82;0.08;
0.65;0.23;0.42;
0.07;0.43;0.21;
0.71;0.68;0.27;
0.63;0.36;0.23;
0.29;0.55;0.39;
0.67;0.40;0.69;
0.60;0.61;0.66;
0.70;0.06;0.70;
0.61;0.77;0.37;
0.61;0.87;0.88;
0.26;0.55;0.09;
0.97;0.02;0.62;
0.81;0.11;0.61;
0.93;0.14;0.62;
0.86;0.74;0.27;
0.19;0.02;0.87;
0.57;0.83;0.10;
0.72;0.98;0.72;
0.71;0.42;0.48;
0.84;0.17;0.91;
0.98;0.42;0.15;
0.69;0.63;0.50;
0.85;0.56;0.70;
0.74;0.89;0.67;
0.42;0.03;0.16;
0.73;0.79;0.50;
0.96;0.29;0.13;
0.84;0.90;0.71;
0.60;0.10;0.15;
0.55;0.97;0.25;
0.17;0.67;0.93;
0.51;0.47;0.83;
0.10;0.23;0.50;
0.93;0.22;0.12;
0.50;0.70;0.61;
0.51;0.18;0.17;
0.60;0.08;0.59;
0.71;0.22;0.83;
0.04;0.30;0.29;
0.77;0.97;0.06;
0.16;0.94;0.79;
0.97;0.23;0.52;
0.24;0.26;0.34;
0.78;0.58;0.85;
0.14;0.78;0.91;
0.86;0.99;0.02;
0.45;0.12;0.13;
0.17;0.84;0.22;
0.31;0.63;0.86;
0.01;0.71;0.34;
0.81;0.67;0.74;
0.42;0.38;0.06;
0.90;0.45;0.61;
0.51;0.90;0.65;
0.33;0.57;0.54;
0.68;0.26;0.98;
0.40;0.97;0.84;
0.47;0.22;0.16;
0.36;0.74;0.02;
0.56;0.70;0.45;
0.37;0.16;0.62;
0.84;0.94;0.13;
0.04;0.18;0.39;
0.48;0.09;0.04;
0.00;0.00;0.46;
0.93;0.85;0.34;
0.69;0.99;0.25;
0.68;0.42;0.84;
0.22;0.23;0.96;
0.69;0.21;0.43;
0.90;0.80;0.69;
0.52;0.15;0.09;
0.65;0.92;0.60;
0.64;0.76;0.81;
0.18;0.99;0.71;
0.83;0.21;0.91;
0.04;0.23;0.99;
0.39;0.74;0.02;
0.62;0.78;0.26;
0.36;0.27;0.97;
0.27;0.76;0.97;
0.59;0.31;0.22;
0.70;0.53;0.79;
0.92;0.93;0.09;
0.07;0.71;0.15;
0.34;0.39;0.29;
0.73;0.56;0.13;
0.41;0.46;0.84;
0.43;0.37;0.63;
0.22;0.76;0.49;
0.70;0.21;0.72;
0.25;0.06;0.66;
0.79;0.31;0.10;
0.63;0.97;0.53;
0.46;0.14;0.08;
0.92;0.09;0.21;
0.42;0.33;0.61;
0.08;0.87;0.43;
0.03;0.11;0.95;
0.74;0.05;0.14;
0.26;0.99;0.59;
0.21;0.02;0.53;
0.69;0.44;0.36;
0.12;0.95;0.25;
0.35;0.76;0.93;
0.13;0.12;0.16;
0.19;0.50;0.12;
0.51;0.79;0.26;
0.79;0.45;0.59;
0.23;0.02;0.24;
0.78;0.51;0.45;
0.41;0.65;0.64;
0.63;0.17;0.69;
0.44;0.09;0.50;
0.13;0.93;0.78;
0.73;0.44;0.23;
0.29;0.98;0.37;
0.69;0.92;0.18;
0.56;0.04;0.35;
0.67;0.69;0.90;
0.73;0.75;0.18;
0.51;0.44;0.34;
0.68;0.09;0.37;
0.86;0.45;0.02;
0.23;0.39;0.54;
0.43;0.21;0.52;
0.71;0.71;0.87;
0.85;0.00;0.97;
0.89;0.79;0.98;
0.41;0.45;0.92;
0.33;0.12;0.02;
0.79;0.47;0.91;
0.34;0.69;0.41;
0.18;0.93;0.93;
0.33;0.35;0.79;
0.52;0.07;0.50;
0.27;0.19;0.63;
0.54;0.97;0.47;
0.03;0.57;0.34;
0.49;0.41;0.55;
0.19;0.63;0.12;
0.15;0.45;0.76;
0.38;0.82;1.00;
0.12;0.80;0.13;
0.75;0.11;0.40;
0.69;0.42;0.50;
0.89;0.91;0.20;
0.07;0.98;0.19;
0.45;0.40;0.22;
0.35;0.83;0.03;
0.37;0.19;0.79;
0.86;0.63;0.59;
0.23;0.34;0.02;
0.58;0.08;0.74;
0.35;0.41;0.05;
0.46;0.40;0.91;
0.47;1.00;0.88;
0.74;0.98;0.33;
0.50;0.68;0.11;
0.79;0.77;0.64;
0.34;0.87;0.63;
0.25;0.84;0.80;
0.01;0.88;0.44;
0.14;0.09;0.99;
0.35;0.09;0.88;
0.75;0.19;0.64;
0.95;0.20;0.41;
0.34;0.43;0.90;
0.68;0.77;0.18;
0.93;0.07;0.57;
0.08;0.36;0.73;
0.50;0.54;0.70;
0.82;0.35;0.88;
0.88;0.57;0.64;
0.22;0.71;0.21;
0.27;0.39;0.33;
0.20;0.38;0.03;
0.08;0.38;0.24;
0.40;0.95;0.14;
0.85;0.72;0.27;
0.44;0.70;0.82;
0.35;0.42;0.07;
0.61;0.69;0.74;
0.03;0.41;0.81;
0.25;0.38;0.64;
0.97;0.47;0.51;
0.29;0.30;0.63;
0.23;0.66;0.67;
0.04;0.80;0.39;
0.08;0.80;0.03;
0.37;0.32;0.25;
0.80;0.24;0.95;
0.35;0.27;0.36;
0.93;0.20;0.11;
0.73;0.41;0.29;
0.35;0.10;0.51;
0.43;0.76;0.80;
0.41;0.60;0.55;
0.86;0.19;0.72;
0.82;0.19;0.42;
0.89;0.26;0.90;
0.99;0.63;0.93;
0.70;0.87;0.16;
0.43;0.39;0.33;
0.59;0.01;0.50;
0.34;0.92;0.68;
1.00;0.76;0.12;
0.72;0.64;0.09;
0.15;0.71;0.91;
0.69;0.72;0.27;
0.58;0.58;0.79;
0.83;0.92;0.83;
0.18;0.71;0.50;
0.26;0.67;0.85;
0.75;0.82;0.52;
0.97;0.84;0.85;
0.31;0.57;0.77;
0.29;0.89;0.03;
0.97;0.58;0.79;
0.60;0.77;0.06;
0.94;0.08;0.26;
0.40;0.62;0.39;
0.38;0.59;0.67;
0.63;0.96;0.10;
0.53;0.45;0.49;
0.58;0.64;0.87;
0.39;0.66;0.31;
0.44;0.57;0.46;
0.16;0.67;0.55;
0.44;0.31;0.40;
0.79;0.30;0.73;
0.15;0.16;0.02;
0.22;0.25;0.34;
0.01;0.93;0.65;
0.66;0.72;0.22;
0.63;0.51;0.29;
0.55;0.45;0.71;
0.12;0.49;0.40;
0.14;0.43;0.48;
0.76;0.20;0.27;
0.88;0.48;0.69;
0.98;1.00;0.64;
0.88;0.15;0.20;
0.94;0.03;0.93;
0.06;0.98;0.04;
0.71;0.17;0.33;
0.66;0.86;0.01;
0.64;0.87;0.68;
0.35;0.84;0.98;
0.28;0.82;0.41;
0.44;0.68;0.37;
0.72;0.77;0.04;
0.53;0.45;0.46;
0.58;0.35;0.00;
0.06;0.55;0.78;
0.24;0.22;1.00;
0.30;0.46;0.05;
0.24;0.52;0.26;
0.38;0.43;0.88;
0.44;0.73;0.48;
0.10;0.02;0.46;
0.49;0.89;0.95;
0.37;0.74;0.64;
0.00;0.35;0.99;
0.29;0.03;0.01;
0.03;0.16;0.68;
1.00;0.17;0.65;
0.46;0.66;0.60;
0.91;0.85;0.22;
0.14;0.30;0.30;
0.84;0.57;0.99;
0.67;0.29;0.21;
0.64;0.69;0.58;
0.97;0.98;0.25;
0.69;0.97;0.33;
0.97;0.18;0.28;
0.48;0.88;0.22;
0.11;0.33;0.19;
0.19;0.65;0.44;
0.86;0.28;0.31;
0.05;0.37;0.44;
0.12;0.93;0.83;
0.21;0.78;0.96;
0.14;0.19;0.69;
0.69;0.99;0.78;
0.31;0.61;0.68;
0.59;0.05;0.43;
0.48;0.29;0.80;
0.76;0.00;0.10;
0.30;0.95;0.01;
0.96;0.63;0.07;
0.10;0.54;0.88;
0.47;0.35;0.46;
0.51;0.69;0.43;
0.93;0.72;0.70;
0.29;0.81;0.52;
0.51;0.72;0.29;
0.23;0.52;0.31;
0.00;0.42;0.07;
0.15;0.97;0.52;
0.36;0.96;0.00;
0.63;0.32;0.41;
0.35;0.25;0.75;
0.62;0.14;0.32;
0.69;0.08;0.91;
0.74;0.36;0.34;
0.88;0.63;0.24;
0.39;0.87;0.40;
0.72;0.71;0.58;
0.75;0.82;0.37;
0.11;0.51;0.42;
0.17;0.67;0.57;
0.50;0.83;0.02;
0.96;0.31;0.08;
0.42;0.20;0.70;
0.75;0.32;0.52;
0.29;0.43;0.23;
0.18;0.75;0.06;
0.22;0.66;0.43;
0.10;0.98;0.66;
0.94;0.75;0.38;
